customer_id,signup_date,last_active_date,subscription_plan,monthly_spend,support_tickets,logins_last_30_days,feature_usage_score,industry,team_size,is_churned
CUST125715,2024-03-11,2024-04-19,Enterprise,1537.72,5,10,0.25,SaaS,328,False
CUST125716,2023-09-18,2024-04-30,Basic,19.69,2,7,0.55,Real Estate,4,False
CUST125717,2022-09-02,2024-03-30,Basic,20.63,2,9,0.38,E-commerce,5,True
CUST125718,2022-10-04,2023-04-21,Basic,20.26,2,9,0.38,E-commerce,3,True
CUST125719,2021-09-11,2024-04-06,Pro,56.67,1,11,0.18,Education,7,False
CUST125720,2021-05-21,2024-04-15,Basic,20.03,5,9,0.11,Education,4,False
CUST125721,2023-07-24,2024-04-18,Basic,16.52,1,16,0.52,Real Estate,1,False
CUST125722,2024-01-21,2024-04-30,Basic,20.93,0,6,0.33,SaaS,3,True
CUST125723,2021-06-20,2024-04-08,Enterprise,1009.48,1,12,0.29,Finance,277,False
CUST125724,2022-11-26,2024-04-28,Pro,65.0,4,7,0.08,Finance,14,False
CUST125725,2023-03-15,2024-04-09,Basic,19.8,3,23,0.3,Education,3,False
CUST125726,2021-11-26,2023-04-06,Basic,22.36,1,9,0.14,SaaS,4,True
CUST125727,2022-08-12,2024-04-25,Basic,23.98,2,9,0.32,SaaS,3,False
CUST125728,2021-04-19,2024-04-05,Basic,17.57,3,12,0.19,Healthcare,4,False
CUST125729,2022-08-22,2023-03-25,Pro,74.35,3,4,0.2,Finance,17,True
CUST125730,2023-07-05,2024-04-02,Basic,21.17,2,5,0.23,SaaS,1,False
CUST125731,2021-11-04,2024-04-19,Pro,58.79,2,11,0.66,Real Estate,12,False
CUST125732,2023-06-05,2024-04-15,Basic,22.44,3,10,0.3,Education,1,False
CUST125733,2023-01-29,2024-04-16,Pro,68.08,4,12,0.13,Real Estate,12,False
CUST125734,2022-11-13,2024-04-20,Basic,16.75,1,13,0.35,Real Estate,5,False
CUST125735,2023-12-31,2024-04-22,Basic,16.92,4,6,0.19,Real Estate,5,False
CUST125736,2023-11-28,2024-04-07,Pro,60.87,0,5,0.2,Healthcare,9,False
CUST125737,2021-12-03,2024-04-19,Basic,21.56,3,8,0.26,Finance,1,False
CUST125738,2022-12-15,2024-04-13,Pro,65.07,4,10,0.08,Finance,12,False
CUST125739,2022-07-06,2024-04-10,Enterprise,2030.62,1,13,0.14,SaaS,403,False
CUST125740,2023-08-15,2024-04-22,Basic,21.15,4,11,0.11,Real Estate,3,False
CUST125741,2023-11-26,2024-04-30,Enterprise,520.16,1,13,0.14,Education,131,True
CUST125742,2024-03-08,2024-04-26,Basic,24.48,4,12,0.09,Real Estate,2,False
CUST125743,2022-01-21,2024-04-18,Basic,22.09,3,3,0.47,Real Estate,4,False
CUST125744,2023-10-20,2024-04-26,Pro,78.53,1,5,0.19,Education,14,False
CUST125745,2022-05-23,2024-04-03,Pro,54.29,0,9,0.15,Real Estate,8,False
CUST125746,2021-04-29,2024-04-12,Basic,22.11,2,6,0.23,SaaS,1,False
CUST125747,2023-06-18,2023-08-20,Pro,54.24,2,9,0.18,Education,7,True
CUST125748,2024-02-08,2024-04-20,Enterprise,234.36,3,16,0.49,Education,27,False
CUST125749,2023-10-09,2024-04-26,Basic,20.24,3,10,0.23,Finance,2,False
CUST125750,2021-12-19,2024-04-11,Enterprise,1430.37,2,12,0.09,Healthcare,312,False
CUST125751,2023-10-16,2024-04-28,Pro,82.64,3,15,0.35,Healthcare,17,False
CUST125752,2023-06-30,2024-04-14,Enterprise,594.1,1,5,0.15,Real Estate,192,False
CUST125753,2022-07-04,2024-04-04,Basic,14.95,2,13,0.05,Finance,2,False
CUST125754,2024-01-21,2024-04-06,Pro,58.61,0,15,0.55,E-commerce,11,False
CUST125755,2024-02-23,2024-04-03,Basic,29.66,2,5,0.47,Finance,3,False
CUST125756,2024-03-12,2024-04-09,Enterprise,425.89,0,11,0.22,E-commerce,94,False
CUST125757,2022-04-09,2024-04-07,Pro,55.52,1,10,0.22,SaaS,9,False
CUST125758,2021-12-30,2024-04-16,Basic,24.63,2,12,0.02,Education,2,False
CUST125759,2022-05-12,2024-04-18,Basic,16.8,5,11,0.36,Education,5,False
CUST125760,2023-07-04,2024-04-02,Pro,60.25,0,9,0.2,Education,8,False
CUST125761,2022-10-24,2024-04-09,Pro,57.0,1,9,0.27,SaaS,8,False
CUST125762,2022-08-27,2024-04-13,Basic,18.4,3,10,0.31,SaaS,2,False
CUST125763,2021-09-07,2024-04-23,Basic,24.86,2,8,0.29,Healthcare,4,False
CUST125764,2021-06-28,2024-04-07,Pro,77.1,2,15,0.31,Healthcare,13,False
CUST125765,2022-03-21,2024-04-27,Basic,22.72,0,13,0.03,Real Estate,1,False
CUST125766,2022-10-11,2024-04-18,Basic,15.13,2,13,0.52,SaaS,1,False
CUST125767,2022-11-28,2024-04-29,Enterprise,339.71,3,11,0.27,SaaS,87,False
CUST125768,2022-10-07,2024-04-13,Basic,12.86,1,14,0.23,Education,3,False
CUST125769,2021-07-21,2024-04-03,Basic,20.01,1,9,0.1,E-commerce,1,False
CUST125770,2021-10-06,2024-04-25,Basic,17.46,1,7,0.69,Finance,5,False
CUST125771,2024-02-13,2024-04-08,Enterprise,449.39,2,17,0.19,Healthcare,106,False
CUST125772,2022-10-30,2024-04-16,Basic,16.62,1,6,0.1,SaaS,3,False
CUST125773,2022-04-22,2024-04-27,Pro,53.36,2,9,0.19,Finance,6,False
CUST125774,2021-09-01,2024-04-10,Enterprise,722.12,1,8,0.32,Healthcare,135,False
CUST125775,2021-04-03,2024-04-15,Basic,15.6,1,10,0.22,E-commerce,5,False
CUST125776,2024-02-14,2024-04-30,Pro,62.45,1,9,0.39,SaaS,14,True
CUST125777,2022-08-25,2024-04-28,Basic,19.81,2,16,0.33,Finance,4,False
CUST125778,2022-08-17,2024-04-16,Pro,76.44,3,13,0.52,Real Estate,18,False
CUST125779,2023-09-24,2024-04-09,Basic,20.85,1,16,0.26,Real Estate,4,False
CUST125780,2024-03-01,2024-04-24,Pro,90.87,2,8,0.55,E-commerce,17,False
CUST125781,2021-11-13,2024-04-24,Basic,19.13,1,9,0.21,SaaS,4,False
CUST125782,2023-05-30,2024-04-16,Basic,18.95,1,12,0.2,E-commerce,4,False
CUST125783,2023-10-27,2024-04-05,Enterprise,1254.02,0,12,0.21,SaaS,427,False
CUST125784,2024-02-12,2024-04-30,Basic,23.17,0,8,0.07,Healthcare,4,True
CUST125785,2022-02-10,2024-04-01,Pro,78.46,1,9,0.34,SaaS,15,False
CUST125786,2021-09-11,2024-04-12,Basic,18.48,3,8,0.69,Real Estate,1,False
CUST125787,2023-04-13,2024-04-10,Basic,20.59,1,12,0.2,Healthcare,5,False
CUST125788,2023-12-19,2024-04-30,Pro,80.25,0,16,0.22,Education,15,True
CUST125789,2021-10-11,2024-04-04,Basic,21.66,1,8,0.59,Healthcare,5,False
CUST125790,2021-06-09,2024-04-01,Enterprise,298.68,3,7,0.01,SaaS,46,False
CUST125791,2022-07-12,2024-04-30,Basic,22.47,1,15,0.15,Healthcare,4,False
CUST125792,2023-09-02,2024-04-20,Basic,18.17,2,9,0.54,Healthcare,4,False
CUST125793,2022-12-23,2023-07-27,Pro,69.09,2,10,0.36,Real Estate,12,True
CUST125794,2021-09-19,2022-04-13,Basic,25.44,1,12,0.3,SaaS,3,True
CUST125795,2022-01-03,2022-07-10,Basic,22.19,0,9,0.58,Education,4,True
CUST125796,2024-02-27,2024-04-30,Pro,66.46,1,6,0.53,SaaS,11,True
CUST125797,2024-01-11,2024-04-30,Basic,26.77,3,7,0.08,Finance,1,True
CUST125798,2022-03-29,2024-04-02,Basic,24.94,2,14,0.26,Healthcare,5,False
CUST125799,2021-06-09,2024-04-25,Pro,58.41,1,8,0.18,Real Estate,10,False
CUST125800,2024-03-22,2024-04-30,Pro,62.24,2,9,0.26,SaaS,8,True
CUST125801,2021-09-05,2024-04-07,Basic,17.21,3,12,0.33,SaaS,2,False
CUST125802,2022-01-09,2024-04-17,Pro,81.65,3,12,0.18,E-commerce,15,False
CUST125803,2024-02-07,2024-04-30,Pro,66.96,4,8,0.53,SaaS,12,True
CUST125804,2022-06-16,2024-04-09,Pro,80.41,1,10,0.03,Education,18,False
CUST125805,2023-02-13,2024-04-03,Basic,18.43,2,6,0.23,Finance,3,False
CUST125806,2023-12-13,2024-04-12,Enterprise,520.15,2,9,0.15,Real Estate,147,False
CUST125807,2023-01-30,2024-04-28,Basic,19.65,0,6,0.22,Real Estate,4,False
CUST125808,2023-01-01,2024-04-10,Pro,68.29,2,15,0.36,Real Estate,11,False
CUST125809,2021-09-22,2024-04-21,Enterprise,1385.58,1,11,0.54,Finance,450,False
CUST125810,2022-09-02,2024-04-23,Pro,65.42,0,12,0.2,Real Estate,12,False
CUST125811,2021-04-30,2022-12-17,Enterprise,1356.04,4,8,0.12,Education,371,True
CUST125812,2024-02-07,2024-04-13,Basic,20.46,2,6,0.15,Education,3,False
CUST125813,2023-04-22,2024-04-26,Basic,15.48,2,15,0.23,Finance,2,False
CUST125814,2022-08-18,2024-04-23,Enterprise,1374.47,2,10,0.29,Finance,374,False
CUST125815,2023-09-05,2024-03-23,Basic,22.06,3,5,0.44,SaaS,2,True
CUST125816,2023-11-02,2024-04-20,Pro,55.55,0,9,0.55,Real Estate,7,False
CUST125817,2021-06-03,2024-04-10,Basic,23.85,3,6,0.27,Education,3,False
CUST125818,2021-07-30,2024-04-19,Pro,54.18,2,9,0.05,SaaS,6,False
CUST125819,2022-03-24,2024-04-08,Pro,59.32,1,14,0.14,Education,9,False
CUST125820,2024-02-19,2024-04-23,Basic,21.58,1,9,0.47,Finance,1,False
CUST125821,2024-01-26,2024-04-05,Basic,21.16,1,12,0.42,Finance,2,False
CUST125822,2021-10-24,2024-04-12,Pro,53.38,4,12,0.27,Real Estate,5,False
CUST125823,2023-07-06,2024-04-03,Basic,23.24,1,13,0.19,Real Estate,3,False
CUST125824,2022-03-21,2024-04-02,Pro,66.47,2,14,0.18,Real Estate,17,False
CUST125825,2024-01-11,2024-04-13,Pro,56.97,3,9,0.51,Finance,6,False
CUST125826,2022-04-06,2024-04-24,Basic,19.15,2,9,0.25,SaaS,5,False
CUST125827,2021-10-16,2024-04-20,Pro,53.23,1,11,0.21,E-commerce,6,False
CUST125828,2021-08-15,2023-04-06,Basic,20.91,0,9,0.08,E-commerce,4,True
CUST125829,2023-11-01,2024-04-21,Basic,13.87,0,11,0.33,Education,2,False
CUST125830,2023-08-11,2024-04-22,Basic,22.84,1,10,0.32,Education,1,False
CUST125831,2024-02-04,2024-04-17,Pro,78.83,1,12,0.28,SaaS,16,False
CUST125832,2021-05-27,2024-04-27,Enterprise,864.47,3,11,0.27,SaaS,278,False
CUST125833,2023-03-15,2024-04-15,Basic,24.63,3,11,0.31,Education,2,False
CUST125834,2022-12-17,2024-04-07,Basic,22.8,0,11,0.06,SaaS,1,False
CUST125835,2021-07-23,2022-12-09,Basic,23.03,5,7,0.14,E-commerce,3,True
CUST125836,2023-08-12,2024-04-07,Pro,61.76,2,12,0.41,E-commerce,13,False
CUST125837,2021-05-04,2024-04-07,Basic,21.87,0,4,0.24,Finance,3,False
CUST125838,2023-03-11,2024-04-02,Pro,75.54,7,10,0.49,E-commerce,18,False
CUST125839,2022-11-04,2024-04-15,Basic,24.35,1,16,0.44,Finance,2,False
CUST125840,2021-05-24,2022-02-02,Pro,62.96,0,10,0.12,E-commerce,12,True
CUST125841,2022-07-19,2023-01-30,Pro,72.36,2,18,0.07,Finance,19,True
CUST125842,2021-04-05,2024-04-05,Enterprise,654.95,1,8,0.27,Healthcare,138,False
CUST125843,2023-08-13,2024-04-18,Basic,22.07,2,10,0.34,SaaS,5,False
CUST125844,2022-10-05,2024-04-21,Pro,57.09,0,11,0.36,SaaS,7,False
CUST125845,2021-04-10,2024-04-23,Pro,81.37,0,11,0.04,Healthcare,19,False
CUST125846,2021-06-09,2024-04-30,Pro,91.23,2,9,0.37,SaaS,18,False
CUST125847,2022-08-19,2024-04-12,Basic,20.36,1,9,0.59,Finance,5,False
CUST125848,2022-01-17,2024-04-20,Enterprise,1496.16,1,6,0.29,Education,346,False
CUST125849,2022-06-25,2024-04-22,Basic,22.55,1,8,0.4,E-commerce,3,False
CUST125850,2022-08-31,2024-04-03,Basic,24.31,0,8,0.29,Real Estate,5,False
CUST125851,2022-11-12,2024-04-22,Basic,22.19,3,9,0.04,Education,2,False
CUST125852,2021-12-26,2024-04-12,Pro,78.29,2,8,0.27,Finance,13,False
CUST125853,2021-10-18,2024-04-05,Pro,57.96,2,15,0.09,Healthcare,6,False
CUST125854,2022-09-19,2024-04-06,Basic,20.66,0,13,0.31,Healthcare,3,False
CUST125855,2022-11-03,2024-04-15,Basic,18.79,3,7,0.29,E-commerce,4,False
CUST125856,2021-06-30,2024-04-11,Pro,52.1,1,10,0.11,SaaS,5,False
CUST125857,2021-06-16,2024-04-08,Basic,23.06,1,17,0.05,Real Estate,5,False
CUST125858,2023-08-24,2024-04-07,Enterprise,437.9,2,12,0.16,E-commerce,84,False
CUST125859,2023-05-20,2024-04-27,Enterprise,668.89,3,17,0.18,Real Estate,148,False
CUST125860,2021-08-01,2024-04-25,Basic,17.84,0,11,0.48,Real Estate,2,False
CUST125861,2022-11-05,2024-04-02,Basic,21.59,2,8,0.15,Healthcare,3,False
CUST125862,2021-04-11,2022-08-11,Enterprise,958.83,3,12,0.13,E-commerce,289,True
CUST125863,2022-12-26,2024-04-18,Basic,19.79,1,14,0.16,SaaS,2,True
CUST125864,2024-03-20,2024-04-21,Basic,24.02,1,6,0.49,Education,3,True
CUST125865,2023-10-16,2024-04-25,Basic,25.92,3,10,0.33,E-commerce,4,False
CUST125866,2022-10-30,2024-04-12,Basic,23.21,4,7,0.09,Finance,2,False
CUST125867,2021-06-27,2024-04-25,Pro,61.35,1,12,0.27,Finance,11,False
CUST125868,2022-01-17,2024-04-16,Pro,55.54,2,10,0.22,Healthcare,8,False
CUST125869,2023-11-11,2024-04-28,Enterprise,1179.59,0,16,0.31,E-commerce,366,False
CUST125870,2021-08-16,2022-02-27,Basic,16.36,2,8,0.04,Healthcare,1,True
CUST125871,2022-11-23,2024-04-29,Basic,20.65,1,9,0.09,E-commerce,4,False
CUST125872,2021-09-04,2024-04-20,Enterprise,649.52,3,12,0.29,Real Estate,183,False
CUST125873,2023-06-12,2024-04-23,Pro,94.22,4,18,0.09,E-commerce,19,False
CUST125874,2023-08-10,2024-04-30,Pro,74.33,2,7,0.48,Education,15,True
CUST125875,2022-07-07,2024-01-27,Basic,17.08,0,6,0.29,Education,3,True
CUST125876,2021-11-29,2024-04-01,Pro,61.71,2,13,0.24,Education,12,False
CUST125877,2022-01-03,2024-04-15,Basic,20.95,2,12,0.16,E-commerce,2,False
CUST125878,2022-10-11,2024-04-07,Pro,63.06,1,6,0.19,Healthcare,14,False
CUST125879,2022-09-15,2024-04-27,Pro,53.35,1,6,0.39,Healthcare,7,False
CUST125880,2021-07-10,2024-04-24,Pro,62.58,2,13,0.16,E-commerce,8,False
CUST125881,2021-10-29,2024-04-15,Pro,74.0,3,13,0.34,Finance,12,False
CUST125882,2022-01-10,2024-04-08,Pro,87.7,5,3,0.08,SaaS,19,False
CUST125883,2021-04-03,2024-04-02,Basic,19.37,2,9,0.29,E-commerce,5,False
CUST125884,2022-10-29,2024-04-04,Basic,20.77,2,10,0.46,Education,2,False
CUST125885,2024-01-02,2024-04-20,Pro,52.05,0,13,0.46,Healthcare,7,False
CUST125886,2023-08-03,2024-04-26,Basic,18.28,2,7,0.22,SaaS,5,False
CUST125887,2022-07-27,2024-04-12,Basic,17.84,2,8,0.47,Education,5,False
CUST125888,2021-07-13,2024-04-13,Basic,15.73,2,15,0.67,SaaS,5,False
CUST125889,2024-03-15,2024-04-01,Basic,18.82,1,10,0.26,E-commerce,5,False
CUST125890,2021-04-28,2022-11-10,Enterprise,471.22,1,8,0.18,Education,140,True
CUST125891,2022-09-05,2023-06-10,Basic,17.63,1,16,0.35,SaaS,2,True
CUST125892,2022-12-03,2024-04-26,Pro,72.73,2,11,0.21,Finance,17,False
CUST125893,2021-10-08,2024-04-26,Pro,53.88,0,14,0.05,Education,9,False
CUST125894,2022-03-24,2024-04-30,Basic,16.16,1,16,0.4,Finance,3,False
CUST125895,2021-10-18,2024-04-05,Enterprise,1569.8,2,18,0.25,Real Estate,305,False
CUST125896,2021-12-19,2024-04-09,Basic,23.54,0,8,0.28,Education,3,False
CUST125897,2023-12-28,2024-04-06,Enterprise,183.77,5,12,0.2,Finance,33,False
CUST125898,2023-05-09,2024-04-27,Basic,20.42,2,11,0.08,Education,1,False
CUST125899,2022-03-12,2024-04-26,Basic,21.94,1,10,0.08,Healthcare,5,False
CUST125900,2023-08-01,2024-04-05,Basic,22.83,2,13,0.15,Healthcare,1,False
CUST125901,2022-04-12,2024-04-19,Basic,19.84,3,10,0.28,Finance,3,False
CUST125902,2023-05-14,2024-04-18,Pro,76.64,5,13,0.25,Real Estate,18,False
CUST125903,2023-01-23,2024-04-07,Basic,20.05,2,11,0.17,E-commerce,2,False
CUST125904,2023-02-11,2024-04-05,Pro,79.26,3,13,0.14,Healthcare,16,False
CUST125905,2022-09-21,2024-04-07,Basic,15.18,1,11,0.44,Real Estate,4,False
CUST125906,2022-02-18,2024-04-03,Pro,72.84,4,7,0.08,SaaS,18,False
CUST125907,2021-04-22,2021-07-16,Pro,72.92,3,11,0.03,Healthcare,13,True
CUST125908,2023-12-03,2024-04-13,Basic,19.8,1,4,0.27,Real Estate,3,False
CUST125909,2023-05-24,2024-04-24,Basic,20.22,4,12,0.28,SaaS,4,False
CUST125910,2023-01-04,2024-04-25,Pro,69.64,2,6,0.14,Healthcare,17,False
CUST125911,2023-12-22,2024-04-29,Basic,19.21,2,15,0.27,E-commerce,2,False
CUST125912,2023-06-09,2024-04-02,Basic,20.09,2,13,0.43,Real Estate,3,False
CUST125913,2023-01-16,2024-04-29,Pro,48.34,4,6,0.29,Real Estate,5,False
CUST125914,2022-09-04,2023-07-02,Enterprise,482.56,1,15,0.18,Education,98,True
CUST125915,2021-06-28,2024-04-06,Enterprise,1681.39,2,10,0.21,Healthcare,494,False
CUST125916,2021-10-07,2024-04-13,Pro,61.1,2,12,0.15,Real Estate,11,False
CUST125917,2021-04-30,2022-10-12,Pro,77.91,5,13,0.09,SaaS,14,True
CUST125918,2022-01-07,2024-04-11,Enterprise,2008.67,2,6,0.11,Healthcare,446,False
CUST125919,2021-08-10,2022-12-29,Pro,89.35,5,18,0.21,Healthcare,18,True
CUST125920,2023-05-05,2024-04-14,Basic,19.04,1,3,0.32,Finance,1,False
CUST125921,2022-10-01,2024-04-14,Enterprise,841.0,2,6,0.33,Real Estate,208,False
CUST125922,2022-10-07,2024-04-14,Basic,20.86,2,9,0.41,SaaS,3,False
CUST125923,2022-01-18,2024-04-03,Basic,18.74,1,6,0.3,Real Estate,1,False
CUST125924,2022-01-21,2024-04-12,Pro,68.01,3,6,0.23,Education,10,False
CUST125925,2021-07-13,2024-04-16,Basic,15.82,4,12,0.58,Healthcare,5,False
CUST125926,2023-03-14,2024-04-19,Basic,21.32,3,12,0.37,Education,4,False
CUST125927,2022-10-26,2024-04-09,Basic,16.62,2,16,0.39,Healthcare,3,False
CUST125928,2022-09-27,2024-04-24,Pro,73.95,3,9,0.18,SaaS,17,False
CUST125929,2023-12-15,2024-04-08,Enterprise,960.59,2,6,0.25,SaaS,177,False
CUST125930,2023-01-06,2024-04-07,Basic,15.17,3,12,0.29,Education,4,False
CUST125931,2023-01-02,2024-04-07,Basic,20.35,2,7,0.12,Healthcare,3,False
CUST125932,2022-12-06,2024-04-08,Basic,23.8,1,12,0.74,Education,3,False
CUST125933,2023-12-02,2024-04-02,Pro,80.64,2,6,0.21,Healthcare,14,False
CUST125934,2023-11-20,2024-04-19,Pro,52.14,2,12,0.26,Education,7,False
CUST125935,2023-01-15,2024-04-09,Basic,19.31,2,7,0.32,Real Estate,3,False
CUST125936,2022-04-05,2024-04-14,Basic,17.59,1,10,0.11,Healthcare,5,False
CUST125937,2023-03-11,2024-04-19,Pro,54.93,1,7,0.15,SaaS,5,False
CUST125938,2021-11-17,2022-06-24,Pro,79.98,0,6,0.55,E-commerce,14,True
CUST125939,2021-07-08,2024-04-23,Basic,15.66,2,5,0.44,Finance,3,False
CUST125940,2022-08-14,2024-04-10,Basic,22.98,3,8,0.44,Finance,5,False
CUST125941,2021-04-04,2024-04-13,Basic,20.96,1,8,0.53,Healthcare,5,False
CUST125942,2022-12-31,2024-04-18,Enterprise,967.94,3,12,0.38,SaaS,347,False
CUST125943,2021-07-14,2024-04-01,Pro,58.72,1,16,0.47,E-commerce,11,False
CUST125944,2022-10-26,2024-04-29,Pro,71.49,2,10,0.32,Education,12,False
CUST125945,2021-07-02,2024-04-05,Enterprise,1244.6,1,7,0.14,Education,284,False
CUST125946,2023-02-22,2024-04-04,Pro,55.14,2,12,0.15,E-commerce,8,False
CUST125947,2024-01-06,2024-03-17,Enterprise,1648.69,1,13,0.2,E-commerce,486,True
CUST125948,2022-10-19,2023-06-12,Basic,20.86,2,11,0.09,Healthcare,4,True
CUST125949,2021-11-10,2021-12-27,Basic,19.47,3,11,0.14,Healthcare,1,True
CUST125950,2022-01-24,2022-12-04,Pro,67.06,1,6,0.46,E-commerce,17,True
CUST125951,2022-04-06,2024-04-21,Pro,80.41,0,10,0.56,SaaS,16,False
CUST125952,2022-01-07,2022-10-05,Basic,17.15,2,10,0.24,Real Estate,1,True
CUST125953,2022-11-26,2024-04-01,Basic,21.47,1,8,0.33,Finance,4,False
CUST125954,2022-11-13,2024-04-18,Basic,19.02,2,16,0.09,E-commerce,5,False
CUST125955,2023-07-28,2024-04-10,Basic,20.85,2,5,0.25,Finance,3,False
CUST125956,2022-08-15,2024-04-28,Basic,18.21,0,10,0.31,Education,2,False
CUST125957,2024-03-15,2024-04-04,Pro,68.06,2,8,0.27,Education,10,False
CUST125958,2023-01-07,2024-04-12,Enterprise,1361.01,1,5,0.26,Finance,296,False
CUST125959,2024-03-27,2024-04-03,Pro,94.9,2,8,0.22,Real Estate,19,False
CUST125960,2023-01-12,2024-04-05,Pro,55.94,0,5,0.27,Healthcare,8,False
CUST125961,2021-10-31,2024-04-12,Enterprise,616.52,1,19,0.66,SaaS,182,False
CUST125962,2022-10-09,2024-04-20,Basic,23.28,5,8,0.22,Healthcare,2,False
CUST125963,2022-07-31,2024-04-27,Basic,14.87,1,11,0.13,SaaS,1,False
CUST125964,2022-04-21,2024-04-16,Basic,19.65,1,5,0.51,E-commerce,3,False
CUST125965,2023-01-09,2024-04-28,Enterprise,875.28,2,10,0.29,Finance,184,False
CUST125966,2023-08-15,2024-04-19,Basic,20.76,6,6,0.62,SaaS,4,False
CUST125967,2022-09-25,2024-04-04,Pro,56.51,0,4,0.14,Real Estate,10,False
CUST125968,2023-04-08,2024-04-03,Basic,17.81,0,14,0.27,Real Estate,2,False
CUST125969,2023-07-22,2024-04-25,Enterprise,1907.62,1,8,0.09,Education,489,False
CUST125970,2021-05-21,2024-04-24,Basic,18.51,4,10,0.23,Real Estate,3,False
CUST125971,2023-05-22,2023-09-24,Pro,74.86,1,12,0.52,SaaS,12,True
CUST125972,2022-05-23,2024-04-30,Basic,19.57,4,12,0.43,Healthcare,2,False
CUST125973,2021-12-07,2022-06-07,Basic,22.44,6,7,0.37,Healthcare,2,True
CUST125974,2021-06-18,2024-04-10,Pro,81.8,4,8,0.41,E-commerce,15,False
CUST125975,2021-09-30,2024-04-12,Enterprise,1767.67,1,4,0.29,Real Estate,466,False
CUST125976,2023-06-11,2023-12-29,Pro,61.14,0,8,0.42,Healthcare,10,True
CUST125977,2021-05-25,2024-04-06,Enterprise,999.85,3,14,0.34,E-commerce,191,False
CUST125978,2023-09-23,2024-04-30,Pro,58.55,3,6,0.12,Healthcare,12,True
CUST125979,2021-05-23,2024-04-09,Pro,71.03,1,9,0.31,SaaS,11,False
CUST125980,2021-04-06,2024-04-30,Basic,18.69,4,12,0.4,E-commerce,1,False
CUST125981,2021-11-20,2022-03-24,Basic,21.47,3,10,0.2,Education,3,True
CUST125982,2021-04-28,2024-04-21,Basic,23.27,0,3,0.19,Healthcare,1,False
CUST125983,2023-07-25,2024-04-24,Enterprise,399.93,2,9,0.18,Finance,77,False
CUST125984,2022-11-24,2024-04-15,Enterprise,1288.31,2,7,0.63,Finance,275,False
CUST125985,2022-03-30,2024-04-22,Pro,64.28,3,4,0.29,Real Estate,14,False
CUST125986,2023-12-30,2024-04-10,Basic,19.13,2,12,0.33,Real Estate,4,False
CUST125987,2022-02-10,2023-08-17,Basic,23.99,3,11,0.29,SaaS,3,True
CUST125988,2021-12-14,2024-04-24,Enterprise,1416.58,1,7,0.39,Finance,481,False
CUST125989,2023-10-22,2024-04-29,Basic,10.65,4,7,0.47,Real Estate,3,False
CUST125990,2021-06-05,2024-04-11,Pro,57.89,2,7,0.11,Finance,9,False
CUST125991,2021-06-30,2022-02-16,Basic,17.75,4,12,0.6,Healthcare,4,True
CUST125992,2023-05-21,2024-04-01,Basic,21.6,3,5,0.25,SaaS,3,False
CUST125993,2024-01-19,2024-04-30,Pro,74.05,2,7,0.22,Finance,14,False
CUST125994,2021-12-24,2024-04-12,Basic,23.94,0,12,0.18,Real Estate,4,False
CUST125995,2024-03-14,2024-04-17,Basic,15.36,2,10,0.07,Real Estate,5,False
CUST125996,2022-08-18,2024-01-11,Enterprise,1524.88,0,8,0.11,Education,352,True
CUST125997,2023-06-07,2024-04-28,Pro,73.51,1,13,0.17,SaaS,19,False
CUST125998,2022-06-03,2024-04-24,Pro,74.93,2,9,0.43,Finance,12,False
CUST125999,2022-06-14,2024-04-09,Pro,81.25,1,9,0.45,E-commerce,18,False
CUST126000,2023-04-18,2024-04-12,Basic,17.01,1,11,0.35,SaaS,2,False
CUST126001,2023-03-23,2024-04-15,Basic,19.11,3,5,0.11,SaaS,3,False
CUST126002,2021-12-10,2024-04-28,Basic,22.68,0,6,0.15,E-commerce,2,False
CUST126003,2021-10-25,2024-04-11,Basic,20.42,1,5,0.39,Education,5,False
CUST126004,2023-09-06,2024-04-27,Basic,16.81,1,14,0.3,Healthcare,4,False
CUST126005,2023-12-23,2024-04-26,Pro,68.74,2,12,0.22,SaaS,15,False
CUST126006,2022-01-02,2023-03-15,Basic,20.09,1,7,0.21,Finance,2,True
CUST126007,2023-02-21,2023-05-11,Pro,93.67,3,16,0.7,E-commerce,18,True
CUST126008,2022-01-02,2024-04-10,Basic,20.59,1,12,0.06,Real Estate,3,False
CUST126009,2023-08-17,2024-02-17,Basic,19.88,1,16,0.36,Healthcare,4,True
CUST126010,2022-01-18,2024-04-07,Basic,25.39,3,8,0.23,Real Estate,5,False
CUST126011,2022-05-11,2024-04-26,Pro,50.98,3,7,0.31,SaaS,6,False
CUST126012,2022-05-15,2024-04-27,Basic,21.17,5,9,0.42,Finance,5,False
CUST126013,2021-05-19,2024-04-24,Pro,69.81,1,11,0.08,Real Estate,10,False
CUST126014,2023-08-19,2024-04-25,Pro,67.23,3,10,0.42,Finance,18,False
CUST126015,2022-11-22,2024-04-27,Basic,21.3,3,10,0.41,Healthcare,2,False
CUST126016,2022-01-28,2024-04-03,Pro,77.33,2,8,0.24,Healthcare,15,False
CUST126017,2024-01-30,2024-04-30,Enterprise,606.38,2,15,0.46,Healthcare,154,True
CUST126018,2023-01-29,2024-04-22,Pro,73.8,1,12,0.42,Healthcare,19,True
CUST126019,2022-04-20,2023-09-09,Basic,22.46,2,17,0.3,SaaS,1,True
CUST126020,2022-05-09,2024-04-06,Pro,74.1,2,13,0.43,Real Estate,14,False
